,from,to,freq
2061,alfa_thematrix,diverse,1
2062,alflghs,BoredMeka,2
2063,alflghs,SCLadiesNFTs,2
2064,alfreblasco,MiatesNFT,1
2065,alireza0320,DarkLandGame,1
2066,aljonju,LostEdenNFT,1
2067,allymamaclay,KothCap,1
2068,allymamaclay,piggybankersNFT,1
2069,alomgir_tw,DarkLandGame,1
2070,alphaa_bett,CrazySnails,2
2071,alphaa_bett,NotRazorX,1
2072,alphalupy,Bang_Garr,1
2073,alphalupy,alexa_chung,1
2074,alphalupy,gkhosts,1
2075,alterior_nft,KarafuruNft,1
2076,alterior_nft,NFTGUYY,1
2077,always_nft22,LostEdenNFT,1
2078,always_nft22,WorldOfZosei,1
2079,amgaloonochka,LostEdenNFT,1
2080,amir8091,Crazy_Skullz,1
2081,amirarian21,RRNFTs,1
2082,amirarian21,albreeze60,1
2083,amirarian21,annielederman,1
2084,amirarian21,bapesclan,1
2085,amistiasvnnh2_,AlienApeYC,1
2086,amistiasvnnh2_,cryptobri_,1
2087,amistiasvnnh2_,gkhosts,1
2088,ana19nft,JuniorApeYC,1
2089,ana19nft,Purcsy,1
2090,anaoladi,diverse,1
2091,anastasiareve,diverse,1
2092,anaximillian,LostEdenNFT,1
2093,anchorrr25,EggpetNFT,2
2094,angIvvv,HalfEatenCrew,1
2095,angIvvv,MoonPromos,1
2096,angelo_arnido,LostEdenNFT,1
2097,angypurr,diverse,1
2098,aniketnedunuri,LostEdenNFT,1
2099,animasanti,HYPEALIENS,2
2100,anissa_khair33,PushinPofficial,1
2101,anjayrenjun,IpDaMan,1
2102,anjayrenjun,SkillGamingcom,1
2103,anjayrenjun,ZaddyInuToken,1
2104,anjayrenjun,slicedbrand,1
2105,anncapalongan,XCHAINMARKET,1
2106,anncapalongan,XRPLead,2
2107,anonex95,NFTJc,1
2108,anonex95,NFTShillio,1
2109,anonnymiss_si,thefablednft,1
2110,anthusiasmus,PrimeHumans,1
2111,anx_nft,opensea,1
2112,apasicityx,AZNverse,1
2113,apasicityx,Crypto_GA_Arena,1
2114,apexnftpage,diverse,1
2115,aquavtieb,artofsonat,1
2116,aragaminft,aragaminft,1
2117,aragaminft,capodartxe,1
2118,arandaelle,AlienApeYC,2
2119,arandaelle,TiarCrypto,1
2120,arieske4444,D_Infiltrator,1
2121,arieske4444,zoofrenzNFT,1
2122,arifpurnomo_,BlackDragon_io,1
2123,arifpurnomo_,GalaxyBlitzGame,1
2124,arketh0magic,LostEdenNFT,1
2125,armimi_,EggpetNFT,2
2126,arnoldyap15,diverse,1
2127,art_by_lady_red,umagumag_,1
2128,artb0i_eth,diverse,1
2129,arthurheillon1,JukeNFT,2
2130,arthurheillon1,StonedApesNFT,1
2131,artsarity,ggd_art,1
2132,artsarity,vissyarts,1
2133,artvanlaer,GRITCULT,1
2134,arwoko981,Pandimeh23,1
2135,arwoko981,wayki_chain,1
2136,as96_i,Kaizen_NFT,1
2137,asametsvg,BlackHa72410795,1
2138,asametsvg,FAB_coin,1
2139,asametsvg,cz_binance,1
2140,asherbigwin,OfficialApeXdex,1
2141,ashtwinss,CrazySnails,2
2142,ashtwinss,NotRazorX,1
2143,asmanamazii,diverse,1
2144,atarasenoks,KoiiNetwork,1
2145,athb00,LegitMNF,1
2146,athb00,PartyHardNFT,1
2147,atrix_00,LostEdenNFT,1
2148,august17x,IpDaMan,1
2149,august17x,SkillGamingcom,1
2150,august17x,ZaddyInuToken,1
2151,august17x,slicedbrand,1
2152,aungmoehan07,JAY_NFTs,2
2153,aungmoehan07,SolChefsNFT,1
2154,aureliafayeee,streethers,1
2155,avershion,LostEdenNFT,1
2156,aviesyx2,streethers,1
2157,ayabIBe,HannaButler_,1
2158,ayakonasapinas,EggpetNFT,2
2159,ayakonasapinas,HYPEALIENS,2
2160,ayaycaptaehyung,HYPEALIENS,2
2161,ayeniyemzy,d_dodeye,1
2162,ayeniyemzy,virgo_coin,1
2163,ayu_radiani,CrazySnails,2
2164,ayu_radiani,NotRazorX,1
2165,azaleaahyx,streethers,1
2166,badsfgh,LostEdenNFT,1
2167,baekhyunsbff,HalfEatenCrew,1
2168,baekhyunsbff,MoonPromos,1
2169,bakpau88888,diverse,1
2170,balanceNFTs,WorldOfZosei,1
2171,balkancomando1,metaspherehq,2
2172,balogwada,PsychFreestyle,2
2173,balogwada,Shill_Ronin,1
2174,banghh78,jayysvv,1
2175,baykuscripto,HalfEatenCrew,1
2176,baykuscripto,MoonPromos,1
2177,beartrapNFT,ASURANFTart,1
2178,beauteyzle,Cyborg86nft,1
2179,beautysjing,alexa_chung,1
2180,bemtikru_mica,NatureP77496612,1
2181,benbenbenben304,LostEdenNFT,1
2182,bengal_nft,BengalBuddies,1
2183,benji36yrs,GiftingCentral,1
2184,benji36yrs,Organic_Nft,1
2185,benniebenson15,ElrondMuskNFT,1
2186,berkanlenck,OctopussNft,1
2187,berkayoates,Purcsy,1
2188,best_lame,RRNFTs,1
2189,best_lame,SKStefanKang,1
2190,best_lame,albreeze60,1
2191,bestgirljihyo1,thebunnybuddies,1
2192,bestofboxing1,KarafuruNft,1
2193,bestofboxing1,NFTGUYY,1
2194,bexyNFT,CrazySnails,2
2195,bexyNFT,HalfEatenCrew,1
2196,bexyNFT,MoonPromos,1
2197,bexyNFT,NotRazorX,1
2198,bexyNFT,doyifting,1
2199,beyond588,SpankyNFT,2
2200,bhonkar_hitesh,Krypto_masters,1
2201,bhonkar_hitesh,NFT_promoter019,1
2202,bidmaster777,ChainSnake,1
2203,biggercitywin,Brother_nfts,1
2204,biggercitywin,doodleduckies_,1
2205,biggercitywin,resaalfny,1
2206,biggwin5990,Calliecrypto112,2
2207,bigwin2022amin_,GSiragoCrypto,1
2208,bigwin745,limitedrep,1
2209,bigwin_twinxy25,CrazySnails,2
2210,bigwin_twinxy25,NotRazorX,1
2211,bigwinhunter1st,2112Run,1
2212,bigwinhunter1st,EthUvu,1
2213,bigwinhunter1st,EukiesNFT,1
2214,bigwinhunter1st,Zeneca_33,1
2215,bigwinner90,DROPPgg,2
2216,bigwinner90,METActivistsnft,1
2217,bigwinner90,hollow18_,2
2218,bigwinunknown,HYPEALIENS,2
2219,bigwinwish15,SuperApesClub,1
2220,bilbokoa33,Bitso,1
2221,bilbokoa33,MakerDAO,1
2222,bilbokoa33,MePartel_embolo,1
2223,bill98xx,ClaudeFinkels,1
2224,bill98xx,thenovatar,1
2225,billylwy22,KarafuruNft,1
2226,billylwy22,NFTGUYY,1
2227,bishtk7,KarafuruNft,1
2228,bishtk7,NFTGUYY,1
2229,bit_booze,DrSolanaNFT,1
2230,bit_booze,bit_booze,1
2231,blackTrukm,PsychicApeClub,1
2232,blackTrukm,justhitmeupasap,1
2233,blackwell_smith,TheCryptoLark,1
2234,blackwell_smith,blackwell_smith,1
2235,blackwell_smith,dimensionzcomic,1
2236,blankman90,RevomonVR,1
2237,blankman90,WillyrexYT,1
2238,blaze10176,diverse,1
2239,blessingmyacc,Xenos_Giveaway,1
2240,blessme2dayxx,nftmetaicon,2
2241,blissTree_Nft,DudeItsElonMusk,1
2242,blissTree_Nft,elonmusk,1
2243,bluretina,OzannAtalay,1
2244,bluretina,objktcom,1
2245,bnanabuty,EukiesNFT,1
2246,bnanabuty,GSiragoCrypto,1
2247,bnnykvtgr,CrazySnails,2
2248,bnnykvtgr,HalfEatenCrew,1
2249,bnnykvtgr,MoonPromos,1
2250,bnnykvtgr,NotRazorX,1
2251,bns_mrks,CrazySnails,2
2252,bns_mrks,NotRazorX,1
2253,bobby_0906,GiftingCentral,1
2254,boinkNFT,LostEdenNFT,1
2255,bomsauro,DappieGangNFT,1
2256,bonazzoli_17,diverse,1
2257,boneabdullah,Doggie_punks_,2
2258,boneabdullah,DragonSol_NFT,1
2259,bored_jays,HybridFacti0ns,2
2260,bored_jays,KevinSusanto,1
2261,bored_jays,LostEdenNFT,1
2262,boruto_james,HalfEatenCrew,1
2263,boruto_james,MoonPromos,1
2264,bossraj72385081,bossraj72385081,1
2265,bossraj72385081,squidcash_info,3
2266,bouyakhsasssouh,opensea,1
2267,bradjuls,diverse,1
2268,brandonmc909,beatnik_tikis,1
2269,braveone04,streethers,1
2270,bruce04363464,LostEdenNFT,1
2271,brynn_nft,diverse,1
2272,bryyyyyannnn,KarafuruNft,1
2273,bryyyyyannnn,NFTGUYY,1
2274,bscjun,diverse,1
2275,btxthealn,streethers,1
2276,bugrapress2,diverse,1
2277,buiwhat,VRFutureNFT,1
2278,bunaeajcityx,HalfEatenCrew,1
2279,bunaeajcityx,MoonPromos,1
2280,bunanuna,DefiGabbi,1
2281,burak_weird_art,anhysby,1
2282,burakimpram,LostEdenNFT,1
2283,burgerboy_69,diverse,1
2284,burgertube1,sveet_laanaa,1
2285,bykid9388,FormalNFTS,1
2286,bytdfhjii,HistoricalApes,2
2287,bytdfhjii,cryptopunks2021,1
2288,c_nitram_,diverse,1
2289,cactus_jactus,NFTzf,1
2290,cakreray,Pethereumgame,1
2291,calistacelestee,streethers,1
2292,callmeFOMO,diverse,1
2293,captain_call_6,streethers,1
2294,caramelilcious,Cyborg86nft,1
2295,cardannadao,OddFuturePage,1
2296,cardannadao,PlayMetaGods,1
2297,cardannadao,jamilisagod,1
2298,carms6350,cleovannaa,1
2299,carms6350,thebeepos,1
2300,carusobub,streethers,1
2301,casa_belanca22,angel_funsized,1
2302,casinomoon,FomoChronicles,1
2303,casinomoon,chainlink,1
2304,caterpilares,NobleThieves,1
2305,caterpilares,PGodjira,1
2306,cathikun,GiveAwayHost,1
2307,ceiaroshanne,streethers,1
2308,celaura6,3PM,1
2309,celaura6,HannaButler_,2
2310,celestianajung,streethers,1
2311,cfn121,CrazySnails,2
2312,cfn121,NotRazorX,1
2313,cfsrob,Nappers18,1
2314,chae_bigwins,CrazySnails,2
2315,chae_bigwins,NotRazorX,1
2316,charcoochie_eth,ASURANFTart,1
2317,charles_vanasse,EtnaNetwork,1
2318,chay27x_,brainyapesnft,1
2319,chay27x_,cryptattoo,2
2320,cheesebulla,KarafuruNft,1
2321,cheesebulla,NFTGUYY,1
2322,chefjustin1990,CTHKNFT,1
2323,chi_xrv,CrazySnails,2
2324,chi_xrv,NotRazorX,1
2325,chickenkth,CrazySnails,2
2326,chickenkth,NotRazorX,1
2327,chidstien,3PM,1
2328,chidstien,AreumPromotes,1
2329,chidstien,puzzlefn_,2
2330,chikmahazizah,HYPEALIENS,2
2331,chinmay4522,DarkLandGame,1
2332,chinna_hanuman,DarkLandGame,1
2333,choaexonct,HYPEALIENS,2
2334,choaexonct,nftmetaicon,1
2335,chotu3366,SGanguly99,1
2336,chotu3366,ShaneWarne,1
2337,chrisauy77,XelfNFT,1
2338,christangelina2,diverse,1
2339,chrisxu1024,KarafuruNft,1
2340,chrisxu1024,NFTGUYY,1
2341,ciqkie,HalfEatenCrew,1
2342,ciqkie,MoonPromos,1
2343,citizenmuu,alexa_chung,1
2344,cjmatt9,StonedPuppies,1
2345,cjpanarella,bapesclan,1
2346,cjw1892,diverse,1
2347,ckdrbrk,diverse,1
2348,clarissa210r,cleovannaa,1
2349,clarissa210r,thebeepos,1
2350,clement28179407,dadmfers,1
2351,cleoeirene,streethers,1
2352,cloud_is_nine,PsychFreestyle,2
2353,cloud_is_nine,Shill_Ronin,1
2354,clwpw_63,SKStefanKang,1
2355,comicxine,NFTzf,1
2356,conjured_moth,JAY_NFTs,2
2357,conjured_moth,RoyaLegalNFTs,2
2358,conjured_moth,infinity__girls,1
2359,corby789,nudiecommunity,1
2360,cosmosnft1,SpaceNerd_Off,1
2361,cosmosnft1,busraeth,2
2362,cosmosnft1,diverse,1
2363,couprangcoups,streethers,1
2364,cr51coding,diverse,1
2365,crel29,bapesclan,1
2366,crispypants_nft,diverse,1
2367,crist1an_eth,mikeshinoda,1
2368,crist1an_eth,mlndr_nft,1
2369,crist1an_eth,opensea,1
2370,cristyforbs1990,PowerPixelNFTs,1
2371,cristyforbs1990,StonerApeClub,1
2372,cristyforbs1990,THEGOONEEZ,2
2373,crpytoalertmc,LostEdenNFT,1
2374,cruddysoup,WorldOfZosei,1
2375,cruizer44,KarafuruNft,1
2376,cruizer44,NFTGUYY,1
2377,crunchycruncha,diverse,1
2378,cry_doraemon,AbesNFTS,1
2379,crymezoey,HYPEALIENS,2
2380,crypetite_v2,DitoThePug,1
2381,crypto3103,PrimeHumans,1
2382,cryptoP1m,diverse,1
2383,crypto_One_,Earn_WhiteIists,1
2384,crypto_One_,NFT_WAR,1
2385,crypto_dijinn,BigTownChef,1
2386,crypto_giorgio,HungryWolfNFT,1
2387,crypto_giorgio,luart_io,1
2388,crypto_tasker,streethers,1
2389,cryptocelium,TIMUS_NFT,1
2390,cryptocelium,WeirdosGang,1
2391,cryptocelium,ecrypto_media,2
2392,cryptohuman8,RetsuNFT,1
2393,cryptohuman8,TenziHere,1
2394,cryptokurry,Featurekun1,1
2395,cryptolions_,2112Run,1
2396,cryptolions_,ChubbyHamsters_,2
2397,cryptolions_,EthUvu,1
2398,cryptolions_,Zeneca_33,1
2399,cryptomanianft,ApeSkyel,1
2400,cryptomanianft,MoodyOwlNFT,1
2401,cryptomanianft,NFTcollector777,1
2402,cryptomanianft,ObearNFT,1
2403,cryptomanianft,WhaleNFTs,1
2404,cryptomanianft,cryptoBILLnfts,1
2405,cryptomanianft,stickytoffita,1
2406,cryptomomo888,Jack_NFTs_,1
2407,cryptoparabola,onlydantildawn,1
2408,cryptorawk,ASURANFTart,1
2409,cryptorider64,AlienApeYC,2
2410,cryptorider64,Missypromotes,1
2411,cryptosanthoshg,cryptosanthoshg,1
2412,cryptosanthoshg,thewolvesnft,1
2413,cryptotan17,PowerPixelNFTs,1
2414,cryptyzach,diverse,1
2415,cyruss0121,cleovannaa,1
2416,cyruss0121,thebeepos,1
2417,d_Icon9,PowerPixelNFTs,1
2418,da_yami_,diverse,1
2419,dai820112,LostEdenNFT,1
2420,dailynftpromo,GroovyCatClub,1
2421,dailynftpromo,dailynftpromo,2
2422,danboiNFT,EtherealartNFT,1
2423,danboiNFT,karaholiday17,1
2424,dandiZUk,KarafuruNft,1
2425,dandiZUk,NFTGUYY,1
2426,daniiilabradorr,LightyearAnima1,1
2427,dankerstein_eth,diverse,1
2428,dankerstein_eth,fayreeth,1
2429,dannyonearth,ASURANFTart,1
2430,darlinagirl,diverse,1
2431,davide_sch,diverse,1
2432,dd035933,streethers,1
2433,ddngnrdnwhyd,ChubbyHamsters_,2
2434,dea_delija,KarafuruNft,1
2435,dea_delija,NFTGUYY,1
2436,deamaumenang_,VoxaMech,1
2437,dechooo4nft,diverse,1
2438,dee_storm,diverse,1
2439,deebeeNFT,EtherealartNFT,1
2440,deebeeNFT,karaholiday17,1
2441,deevannn_,hollarabbitmac,1
2442,deevannn_,kalamint_io,2
2443,deevannn_,nft_berkay,2
2444,degenPooshiet,0xVaroth,1
2445,degenPooshiet,JamalWest0ffice,1
2446,degenPooshiet,KarafuruNft,3
2447,degenape1855,monkelabs,1
2448,deltasteem,NftShowroom,1
2449,desdeees,streethers,1
2450,designernftart,burcimk,1
2451,designernftart,opensea,1
2452,destajaemcityx,CrazySnails,2
2453,destajaemcityx,HalfEatenCrew,1
2454,destajaemcityx,MagicManNFT,2
2455,destajaemcityx,MoonPromos,1
2456,destajaemcityx,NotRazorX,1
2457,dice_flip,hexguys,1
2458,dillonthecoder,MaitreyaStudios,1
2459,diminiecityx,DROPPgg,2
2460,diminiecityx,METActivistsnft,1
2461,diminiecityx,NaishaHost,1
2462,diminiecityx,hollow18_,2
2463,dinawork777,godsnlegends,1
2464,dingodixie_,diverse,1
2465,diouunie,HalfEatenCrew,1
2466,diouunie,MoonPromos,1
2467,dirgabigwin,CrazySnails,2
2468,dirgabigwin,HalfEatenCrew,1
2469,dirgabigwin,MoonPromos,1
2470,dirgabigwin,NotRazorX,1
2471,divinemayur,metaspherehq,1
2472,diyuNFT,anonymousversee,1
2473,diyuNFT,diverse,1
2474,djufire1,diverse,1
2475,dksekffo,BoredMeka,2
2476,dksekffo,SCLadiesNFTs,2
2477,dmngznicole,HYPEALIENS,2
2478,dnayek06,EdgeofNFT,1
2479,dnayek06,eulerbeats,1
2480,dnbigwinfeb,BeastLabs_NFT,1
2481,dnbigwinfeb,Coinbase_NFT,1
2482,dnbigwinfeb,opensea,1
2483,dnk_crypto,Organic_Nft,1
2484,doainakubigwin,3PM,1
2485,doainakubigwin,DROPPgg,2
2486,doainakubigwin,HannaButler_,2
2487,doainakubigwin,METActivistsnft,1
2488,doainakubigwin,TunesHeadphones,1
2489,doainakubigwin,hollow18_,2
2490,dobeiwins,CrazySnails,2
2491,dobeiwins,NotRazorX,1
2492,dodziroll,Defi_Eagle,1
2493,dodziroll,PlanetSandbox,1
2494,dodziroll,Smart_NFT_News,1
2495,dodziroll,Wing_Finance,1
2496,dolzyn,LostEdenNFT,1
2497,dominicctx_,GSiragoCrypto,1
2498,dominicctx_,SuperApesClub,1
2499,domino2258,Sorare_Nico,1
2500,donghyuckleega,CrazySnails,2
2501,donghyuckleega,NotRazorX,1
2502,doo_koong,LostEdenNFT,1
2503,dorukhan_b,diverse,1
2504,dreszas,diverse,1
2505,drozdrow_,diverse,1
2506,dsheane213,diverse,1
2507,du5_t1,du5_t1,1
2508,du5_t1,theWLguy,1
2509,ducknutz_nft,NFTchainz,1
2510,ducknutz_nft,NFTshillaa,1
2511,ducknutz_nft,NftGymnasium_,1
2512,ducknutz_nft,Nftlemonn,1
2513,ducknutz_nft,nfthoood,1
2514,dud0c,iota,1
2515,duhitsxxx,HalfEatenCrew,1
2516,duhitsxxx,MoonPromos,1
2517,dust_windy8,EtherealartNFT,1
2518,dust_windy8,karaholiday17,1
2519,dws14811,diverse,1
2520,e_mochamad,DarkLandGame,1
2521,earning_masum,DarkLandGame,1
2522,eclipsetzzz,diverse,1
2523,edessabey,RayedLav,1
2524,edisptrraa,airdropinspect,1
2525,edyaflorist,diverse,1
2526,ehrasunshine457,0xWarson,1
2527,ehrasunshine457,AlienApeYC,1
2528,ehrasunshine457,CrazySnails,2
2529,ehrasunshine457,KothCap,1
2530,ehrasunshine457,NotRazorX,1
2531,ehrasunshine457,piggybankersNFT,1
2532,eidelben,FantasyArenaNFT,5
2533,eidelben,iyagirL2016,1
2534,eidelben,nftmetaicon,1
2535,ejriego__bigwin,AlienApeYC,2
2536,ejriego__bigwin,Missypromotes,1
2537,ekayakiii,LostEdenNFT,1
2538,elaineunlu,Avasharks,2
2539,elaineunlu,SlimeShadies,1
2540,elbigwinjanuary,CrazySnails,2
2541,elbigwinjanuary,NotRazorX,1
2542,eldwin_coy,KarafuruNft,1
2543,eldwin_coy,NFTGUYY,1
2544,eleiabigwin,CrazySnails,2
2545,eleiabigwin,NotRazorX,1
2546,elev33392263,streethers,1
2547,ellaanders,DisTrackers,1
2548,elnegrito916,bapesclan,1
2549,elonisnoob,Shibaworlde,1
2550,elonisnoob,pxquest,1
2551,elonisnoob,zoofrenzNFT,1
2552,elsha_ma,rabbitpromoter,1
2553,elssbigwincityx,CrazySnails,2
2554,elssbigwincityx,NotRazorX,1
2555,elvi57167576,crazyapenft,1
2556,emanresu32,ASURANFTart,1
2557,emanresu32,LostEdenNFT,1
2558,emnlytt,HalfEatenCrew,1
2559,emnlytt,MoonPromos,1
2560,emo_ocat,streethers,1
2561,emweitz,Raptored59311,3
2562,emweitz,TacoGatosNFT,2
2563,emweitz,ittakesbravado,1
2564,enhipon_,CrazySnails,2
2565,enhipon_,NotRazorX,1
2566,erdemmanay1,GiveAwayHost,1
2567,erle_229,ElvantisGame,1
2568,escobar6005,SKStefanKang,1
2569,esobesso,ElginBerkay,1
2570,esrataskin__,SherlocoinNFT,1
2571,esrataskin__,bilbabiesNFT,1
2572,essonne_geles,Sorare_Nico,1
2573,estark799,RiseOfCryptto,8
2574,esther03435570,Min0taur0_,1
2575,eternal_tl,ASURANFTart,1
2576,eth_davinci,WorldOfZosei,1
2577,ethel_balatbat,CryptoTownEU,1
2578,everfuryhacker,AsyncArt,1
2579,everfuryhacker,RichardDixonART,1
2580,existsintheory,LostEdenNFT,1
2581,exolcarat1010,Botborgs,1
2582,exolcarat1010,CndleNFT,2
2583,ezeonyeze01,StonedPuppies,1
2584,f3bwinscityx,CrazySnails,2
2585,f3bwinscityx,NotRazorX,1
2586,fabian70813,Algorand,1
2587,fabian70813,KinnDAO,1
2588,famujji,OhMyKage09,1
2589,famujji,SKStefanKang,1
2590,famujji,k1rteam_,1
2591,fandenggggg,MessagePartyApp,2
2592,fandenggggg,MoonRovingBTC,1
2593,farazldnfakir,GemsScope,1
2594,farelwing2022,FlexCryptoo,1
2595,farelwing2022,NftKaori,2
2596,farhana1304,iakimihyb,1
2597,farhana1304,yetai_nft,1
2598,faris7171717,HYPEALIENS,2
2599,fatadothings,d3t3,1
2600,februaryxwin_22,Brother_nfts,1
2601,februaryxwin_22,doodleduckies_,1
2602,februaryxwin_22,resaalfny,1
2603,ferlinek,diverse,1
2604,fernando_sa64,ApeKidsClub,1
2605,fewbux,CryptooUnity,2
2606,fewbux,PowerPixelNFTs,1
2607,fewbux,SuperlativeApes,1
2608,fightyourfather,mintable_app,1
2609,fiqifiqi195,LostEdenNFT,1
2610,firemikewh,Robrtboredwhale,1
2611,firstayham,BabyAzukiNFT,1
2612,flexforcause,WomenandWeapons,1
2613,fllnginlv,DragonaryGame,1
2614,fllnginlv,Giovanni_montee,1
2615,fllnginlv,HugoCrypto_,1
2616,fllnginlv,NftMedi,2
2617,fllnginlv,TaylorCrypt0,1
2618,fllnginlv,TheBinanceNFT,1
2619,fluffyldl,diverse,1
2620,fnktf2,ProjectGalaxyHQ,1
2621,fnktf2,SoulRebornGame,1
2622,followcertified,madd_bonez,1
2623,foolishrabbitt,shawnmayj,1
2624,fourstarzyz,CosmicCondos,1
2625,foxriverdevops,Algorand,1
2626,foxriverdevops,KinnDAO,1
2627,fpzbigwin,HYPEALIENS,2
2628,francislimart,LikhaNft,1
2629,freakieeeee,DrElrond123,1
2630,freakieeeee,ElrondHunters,1
2631,freudisttt,ASURANFTart,1
2632,frhad16130305,ClearfromCT,1
2633,frhad16130305,CoinDCX,1
2634,frhad16130305,FieldYates,2
2635,frhad16130305,Mostafa85157210,1
2636,frhad16130305,SportsCenter,2
2637,frhad16130305,WatcherGuru,3
2638,frhad16130305,m_bluesparrow,1
2639,frhad16130305,rovercrc,6
2640,frhad16130305,selena1366,1
2641,friesischips,0xSummy,1
2642,friesischips,Chosenonesnft,1
2643,fromano11409405,EriVlc,1
2644,fthoghan,nft_berkay,1
2645,fumiobigwin,Lazycatsart,1
2646,fumiobigwin,NFTGuroo,1
2647,funterlump090,MinaShihab,1
2648,funterlump090,MinaShihab1,1
2649,funterlump090,diamonddevil890,1
2650,fusionpj17,angel_funsized,1
2651,gabija117,KarafuruNft,1
2652,gabija117,NFTGUYY,1
2653,gakwinwinmales,0xpad,1
2654,gakwinwinmales,EtnaNetwork,1
2655,gakwinwinmales,GiveAwayHost,1
2656,gamahindot,streethers,1
2657,gamarashh,NFTzf,1
2658,gamebanging1,LostEdenNFT,1
2659,gangyver,ProjectGalaxyHQ,1
2660,gangyver,SoulRebornGame,1
2661,gapur31,gkhosts,1
2662,garantegrant,StonedPuppies,1
2663,gayana_nft,7SevenNFT,1
2664,gayana_nft,AppleHeadsNFT,1
2665,ggoog_E,anonymousversee,1
2666,giaboang,streethers,1
2667,gjamula,LostEdenNFT,1
2668,gjamula,diverse,1
2669,gloriacityx,3PM,1
2670,gloriacityx,HannaButler_,2
2671,gloriar55689605,IpDaMan,1
2672,gloriar55689605,SkillGamingcom,1
2673,gloriar55689605,ZaddyInuToken,1
2674,gloriar55689605,slicedbrand,1
2675,gmogarchiNFT,FRS_NFT,2
2676,gohyeogjin4,diverse,1
2677,gokhan_nft,SuperNeonAC,1
2678,gokhan_nft,iancarterkm,1
2679,gokurnqllo,WavePunks_NFT,1
2680,gokurnqllo,guttercraniums,1
2681,gold349349,EtherealartNFT,1
2682,gold349349,karaholiday17,1
2683,goopykid,RubberduckzNFT,1
2684,goopykid,jackblack,1
2685,gsbf789,Purcsy,1
2686,guardado_ali,opensea,1
2687,h0babobaa,streethers,1
2688,haizlnutty,CrazySnails,2
2689,haizlnutty,HalfEatenCrew,1
2690,haizlnutty,MoonPromos,1
2691,haizlnutty,NotRazorX,1
2692,hamid_M11,onlyfans_crypto,1
2693,hanbinie2202,streethers,1
2694,hannaacho,FantasyArenaNFT,5
2695,hannaacho,iyagirL2016,1
2696,harrysahharan,KarafuruNft,1
2697,harrysahharan,NFTGUYY,1
2698,haruru_kyu,HalfEatenCrew,1
2699,haruru_kyu,MoonPromos,1
2700,harynft,BabyAzukiNFT,1
2701,harynft,LostEdenNFT,1
2702,hasan9375,ginoa_io,1
2703,hasaney07,KarafuruNft,1
2704,hasaney07,NFTGUYY,1
2705,hasitrader4,ginoa_io,1
2706,hayyiewincityx,ChubbyHamsters_,2
2707,hbox1282,diverse,1
2708,hechopordavo,hechopordavo,1
2709,hechopordavo,holaplex,1
2710,hedgehogg42,NFTlionqueen,1
2711,hedgehogg42,NahorNFT,3
2712,hedgehogg42,SKStefanKang,1
2713,hedgehogg42,TIMUS_NFT,3
2714,heejakecityx,CrazySnails,2
2715,heejakecityx,NotRazorX,1
2716,heeman82307819,DancingDeerNFT,1
2717,heeman82307819,MonkeyHamMoon,3
2718,heeman82307819,Purcsy,1
2719,heeman82307819,SolPanelsNFT,2
2720,heidyDrodriguez,WorldOfZosei,1
2721,hejaimad1,MarkVine_NFTer,1
2722,hejaimad1,SpaceNerd_Off,2
2723,hejaimad1,rabbitpromoter,1
2724,helpmebuypcs,PsychFreestyle,1
2725,herzobase99,CryptoBarneyNFT,1
2726,herzobase99,opensea,1
2727,heycryptomaniac,Project_Ririsu,1
2728,heycryptomaniac,ashrobinqt,2
2729,hfsdsgn,ASURANFTart,1
2730,higheryp87,Cyborg86nft,1
2731,higheryp87,wearehod,1
2732,hirenbhalodiyaa,XTZNews,1
2733,hiro_hitz,SKStefanKang,1
2734,hirsensohn,BabyAzukiNFT,1
2735,hiyaa010,DarkLandGame,1
2736,hiyyihishiyyih,crypto_bearr,1
2737,hngrnld,AlphaTigersNFT,2
2738,hoanghaint,EtherealartNFT,1
2739,hoanghaint,karaholiday17,1
2740,hodlmynft,BlockchainBull,1
2741,hogehodler1,SamDorseyoffice,1
2742,hokanu3377,diverse,1
2743,holmApatrick,DauertTW,1
2744,holy8146,KarafuruNft,1
2745,holy8146,NFTGUYY,1
2746,hongranghaes,streethers,1
2747,hoseins51979372,cryptoworld202,1
2748,howtocooknoodle,diverse,1
2749,hsngbtmbkl,HalfEatenCrew,1
2750,hsngbtmbkl,MoonPromos,1
2751,huaeongg,HalfEatenCrew,1
2752,huaeongg,MoonPromos,1
2753,hun4236,Purcsy,1
2754,huseyingulyazz,solaghosts,1
2755,huseyingulyazz,soundpickr,1
2756,hvn_sfplc,CrazySnails,2
2757,hvn_sfplc,NotRazorX,1
2758,hycheung88,LostEdenNFT,1
2759,iM6aLjMsyTom4dW,diverse,1
2760,iamrebeccaday,HappyHauntsNFTs,1
2761,iamthereaalniya,CrazySnails,2
2762,iamthereaalniya,NotRazorX,1
2763,iball2021,opensea,1
2764,ibuUDt5yajhdiAu,LostEdenNFT,1
2765,icekingape,MarkCrypt0__com,1
2766,icekingape,doodles,1
2767,icgink,PillOfGods,2
2768,iehssahii,CrazySnails,2
2769,iehssahii,NotRazorX,1
2770,igacccson,EtherealartNFT,1
2771,igacccson,karaholiday17,1
2772,iiidoublee13,oty765,1
2773,iisaacc01,diverse,1
2774,ilyyFlux,LukeNFTs,2
2775,imad3490,Purcsy,2
2776,imad3490,womenofcrypto_,1
